,powerConsumption
172,1.6634480537054694
173,1.6193942707533533
174,1.6006009637908813
175,1.716555345505039
176,1.604536254857463
177,1.8319282278051858
178,1.664354435637268
179,1.8444438730184578
180,1.7231964139299365
181,1.8885286887556538
182,1.6842379753685397
183,1.5920334211300802
184,1.6887882775995233
185,1.823933620992422
186,1.624008419610721
187,1.7777745833014433
188,1.7292863565252965
189,1.7561531965505108
190,1.7495356892093976
191,1.8573360957957679
192,1.7600048317502444
193,1.5874434432491857
194,1.8040018658123989
195,1.9302266833158324
196,1.8794474212033934
197,1.8908387080999758
198,1.6634480537054694
199,1.6193942707533533
200,1.6006009637908813
201,1.716555345505039
202,1.604536254857463
203,1.8319282278051858
204,1.664354435637268
205,1.8444438730184578
206,1.7231964139299365
207,1.8885286887556538
208,1.6842379753685397
209,1.5920334211300802
210,1.6887882775995233
211,1.823933620992422
212,1.624008419610721
213,1.7777745833014433
214,1.7292863565252965
215,1.7561531965505108
216,1.7495356892093976
217,1.8573360957957679
218,1.7600048317502444
219,1.5874434432491857
220,1.8040018658123989
221,1.9302266833158324
222,1.8794474212033934
223,1.8908387080999758
224,1.6634480537054694
225,1.6193942707533533
226,1.6006009637908813
227,1.716555345505039
228,1.604536254857463
229,1.8319282278051858
230,1.664354435637268
231,1.8444438730184578
232,1.7231964139299365
233,1.8885286887556538
234,1.6842379753685397
235,1.5920334211300802
236,1.6887882775995233
237,1.823933620992422
238,1.624008419610721
239,1.7777745833014433
240,1.7292863565252965
241,1.7561531965505108
242,1.7495356892093976
243,1.8573360957957679
244,1.7600048317502444
245,1.5874434432491857
246,1.8040018658123989
247,1.9302266833158324
248,1.8794474212033934
249,1.8908387080999758
250,1.6634480537054694
251,1.6193942707533533
252,1.6006009637908813
253,1.716555345505039
254,1.604536254857463
255,1.8319282278051858
256,1.664354435637268
257,1.8444438730184578
258,1.7231964139299365
259,1.8885286887556538
260,1.6842379753685397
261,1.5920334211300802
262,1.6887882775995233
263,1.823933620992422
264,1.624008419610721
265,1.7777745833014433
266,1.7292863565252965
267,1.7561531965505108
268,1.7495356892093976
269,1.8573360957957679
270,1.7600048317502444
271,1.5874434432491857
272,1.8040018658123989
273,1.9302266833158324
274,1.8794474212033934
275,1.8908387080999758
276,1.6634480537054694
277,1.6193942707533533
278,1.6006009637908813
279,1.716555345505039
280,1.604536254857463
281,1.8319282278051858
282,1.664354435637268
283,1.8444438730184578
284,1.7231964139299365
285,1.8885286887556538
286,4.36442908587772
287,4.311866196954774
288,4.5257053447010405
289,5.024379109274439
290,4.7625601173420735
291,4.39766080979093
292,4.639986695450408
293,4.1854325227265345
294,4.288808484093862
295,4.560213805438353
296,4.965528741997975
297,4.741848918126148
298,4.936220524893533
299,4.424977193459003
300,4.312002112823261
301,4.417366833027013
302,4.705835510922424
303,4.574744748531987
304,4.71463107909532
305,4.878524558416474
306,4.132912634917599
307,4.97530580510077
308,4.685663565900814
309,4.947720252767923
310,4.955369445952372
311,4.899980499407347
312,3.005089705937251
313,2.8258847537607985
314,2.577961463404859
315,2.9749665886966876
316,2.7971207842315953
317,2.602868479295337
318,2.666827965916097
319,2.9086967449143053
320,2.8557848959394336
321,2.5845033516732836
322,2.8836349245345296
323,2.920531693052584
324,2.8994174704013935
325,2.556484584212645
326,2.7427175232131513
327,2.630471588573845
328,2.7105378873289214
329,2.818546127788154
330,2.851601168836635
331,2.8160217889635852
332,2.7072101965741386
333,2.77561194175096
334,2.7451069574226508
335,2.5554195487929126
336,2.7526631703775477
337,2.6312958104301756
338,3.005089705937251
339,2.8258847537607985
340,2.577961463404859
341,2.9749665886966876
342,2.7971207842315953
343,2.602868479295337
344,2.666827965916097
345,2.9086967449143053
346,2.8557848959394336
347,2.5845033516732836
348,2.8836349245345296
349,2.920531693052584
350,2.8994174704013935
351,2.556484584212645
352,2.7427175232131513
353,2.630471588573845
354,2.7105378873289214
355,2.818546127788154
356,2.851601168836635
357,2.8160217889635852
358,2.7072101965741386
359,2.77561194175096
360,2.7451069574226508
361,2.5554195487929126
362,2.7526631703775477
363,2.6312958104301756
364,3.005089705937251
365,2.8258847537607985
366,2.577961463404859
367,2.9749665886966876
368,2.7971207842315953
369,2.602868479295337
370,2.666827965916097
371,2.9086967449143053
372,2.8557848959394336
373,2.5845033516732836
374,2.8836349245345296
375,2.920531693052584
376,2.8994174704013935
377,2.556484584212645
378,2.7427175232131513
379,2.630471588573845
380,2.7105378873289214
381,2.818546127788154
382,2.851601168836635
383,2.8160217889635852
384,2.7072101965741386
385,2.77561194175096
386,2.7451069574226508
387,2.5554195487929126
388,2.7526631703775477
389,2.6312958104301756
390,3.005089705937251
391,2.8258847537607985
392,2.577961463404859
393,2.9749665886966876
394,2.7971207842315953
395,2.602868479295337
396,2.666827965916097
397,2.9086967449143053
398,2.8557848959394336
399,2.5845033516732836
400,2.8836349245345296
401,2.920531693052584
402,2.8994174704013935
403,2.556484584212645
404,2.7427175232131513
405,2.630471588573845
406,2.7105378873289214
407,2.818546127788154
408,2.851601168836635
409,2.8160217889635852
410,2.7072101965741386
411,2.77561194175096
412,2.7451069574226508
413,2.5554195487929126
414,2.7526631703775477
415,2.6312958104301756
416,3.005089705937251
417,2.8258847537607985
418,2.577961463404859
419,2.9749665886966876
420,2.7971207842315953
421,2.602868479295337
422,2.666827965916097
423,2.9086967449143053
424,2.8557848959394336
425,2.5845033516732836
426,2.8836349245345296
427,2.920531693052584
428,2.8994174704013935
429,2.556484584212645
430,2.7427175232131513
431,2.630471588573845
432,2.7105378873289214
433,2.818546127788154
434,2.851601168836635
435,2.8160217889635852
436,2.7072101965741386
437,2.77561194175096
438,2.7451069574226508
439,2.5554195487929126
440,2.7526631703775477
441,2.6312958104301756
442,3.005089705937251
443,2.8258847537607985
444,2.577961463404859
445,2.9749665886966876
446,2.7971207842315953
447,2.602868479295337
448,2.666827965916097
449,2.9086967449143053
450,2.8557848959394336
451,2.5845033516732836
452,2.8836349245345296
453,2.920531693052584
454,2.8994174704013935
455,2.556484584212645
456,2.7427175232131513
457,2.630471588573845
458,2.7105378873289214
459,2.818546127788154
460,2.851601168836635
461,2.8160217889635852
462,2.7072101965741386
463,2.77561194175096
464,2.7451069574226508
465,2.5554195487929126
466,2.7526631703775477
467,2.6312958104301756
468,3.005089705937251
469,2.8258847537607985
470,2.577961463404859
471,2.9749665886966876
472,2.7971207842315953
473,2.602868479295337
474,2.666827965916097
475,2.9086967449143053
476,2.8557848959394336
477,2.5845033516732836
478,2.8836349245345296
479,2.920531693052584
480,2.8994174704013935
481,2.556484584212645
482,2.7427175232131513
483,2.630471588573845
484,2.7105378873289214
485,2.818546127788154
486,2.851601168836635
487,2.8160217889635852
488,2.7072101965741386
489,2.77561194175096
490,2.7451069574226508
491,2.5554195487929126
492,2.7526631703775477
493,2.6312958104301756
494,3.005089705937251
495,2.8258847537607985
496,2.577961463404859
497,2.9749665886966876
498,2.7971207842315953
499,2.602868479295337
500,2.666827965916097
501,2.9086967449143053
502,2.8557848959394336
503,2.5845033516732836
504,2.8836349245345296
505,2.920531693052584
506,2.8994174704013935
507,2.556484584212645
508,2.7427175232131513
509,2.630471588573845
510,2.7105378873289214
511,2.818546127788154
512,2.851601168836635
513,2.8160217889635852
514,2.7072101965741386
515,2.77561194175096
516,2.7451069574226508
517,2.5554195487929126
518,2.7526631703775477
519,2.6312958104301756
520,3.005089705937251
521,2.8258847537607985
522,2.577961463404859
523,2.9749665886966876
524,2.7971207842315953
525,2.602868479295337
526,2.666827965916097
527,2.9086967449143053
528,2.8557848959394336
529,2.5845033516732836
530,2.8836349245345296
531,2.920531693052584
532,2.8994174704013935
533,2.556484584212645
534,2.7427175232131513
535,2.630471588573845
536,2.7105378873289214
537,2.818546127788154
538,2.851601168836635
539,2.8160217889635852
540,2.7072101965741386
541,2.77561194175096
542,2.7451069574226508
543,2.5554195487929126
544,2.7526631703775477
545,2.6312958104301756
546,3.005089705937251
547,2.8258847537607985
548,2.577961463404859
549,2.9749665886966876
550,2.7971207842315953
551,2.602868479295337
552,2.666827965916097
553,2.9086967449143053
554,2.8557848959394336
555,2.5845033516732836
556,2.8836349245345296
557,2.920531693052584
558,2.8994174704013935
559,2.556484584212645
560,2.7427175232131513
561,2.630471588573845
562,2.7105378873289214
563,2.818546127788154
564,2.851601168836635
565,2.8160217889635852
566,2.7072101965741386
567,2.77561194175096
568,2.7451069574226508
569,2.5554195487929126
570,2.7526631703775477
571,2.6312958104301756
572,3.005089705937251
573,2.8258847537607985
574,2.577961463404859
575,2.9749665886966876
576,2.7971207842315953
577,2.602868479295337
578,2.666827965916097
579,2.9086967449143053
580,2.8557848959394336
581,2.5845033516732836
582,2.8836349245345296
583,2.920531693052584
584,2.8994174704013935
585,2.556484584212645
586,2.7427175232131513
587,2.630471588573845
588,2.7105378873289214
589,2.818546127788154
590,2.851601168836635
591,2.8160217889635852
592,2.7072101965741386
593,2.77561194175096
594,2.7451069574226508
595,2.5554195487929126
596,2.7526631703775477
597,2.6312958104301756
598,1.6842379753685397
599,1.5920334211300802
600,1.6887882775995233
601,1.823933620992422
602,1.624008419610721
603,1.7777745833014433
604,1.7292863565252965
605,1.7561531965505108
606,1.7495356892093976
607,1.8573360957957679
608,1.7600048317502444
609,1.5874434432491857
610,1.8040018658123989
611,1.9302266833158324
612,1.8794474212033934
613,1.8908387080999758
614,1.6634480537054694
615,1.6193942707533533
616,1.6006009637908813
617,1.716555345505039
618,1.604536254857463
619,1.8319282278051858
620,1.664354435637268
621,1.8444438730184578
622,1.7231964139299365
623,1.8885286887556538
624,2.5573356157103984
625,2.5526171183279276
626,2.570733292655307
627,2.5974285825278005
628,2.6219231684394377
629,2.3611518654991706
630,2.5628938170609454
631,2.5346858173126754
632,2.539596703295752
633,2.5309003313276253
634,2.6129723169289485
635,2.536886168055617
636,2.5163330061141465
637,2.755864003206342
638,2.6789104598756444
639,2.470473508441083
640,2.677616280986545
641,2.3751758105461684
642,2.612347768383435
643,2.712549860826328
644,2.5374304784668293
645,2.65431446329003
646,2.3774865665041442
647,2.7915710494095336
648,2.5135693706568847
649,2.73475338638649
650,2.5573356157103984
651,2.5526171183279276
652,2.570733292655307
653,2.5974285825278005
654,2.6219231684394377
655,2.3611518654991706
656,2.5628938170609454
657,2.5346858173126754
658,2.539596703295752
659,2.5309003313276253
660,2.6129723169289485
661,2.536886168055617
662,2.5163330061141465
663,2.755864003206342
664,2.6789104598756444
665,2.470473508441083
666,2.677616280986545
667,2.3751758105461684
668,2.612347768383435
669,2.712549860826328
670,2.5374304784668293
671,2.65431446329003
672,2.3774865665041442
673,2.7915710494095336
674,2.5135693706568847
675,2.73475338638649
676,2.5573356157103984
677,2.5526171183279276
678,2.570733292655307
679,2.5974285825278005
680,2.6219231684394377
681,2.3611518654991706
682,2.5628938170609454
683,2.5346858173126754
684,2.539596703295752
685,2.5309003313276253
686,2.6129723169289485
687,2.536886168055617
688,2.5163330061141465
689,2.755864003206342
690,2.6789104598756444
691,2.470473508441083
692,2.677616280986545
693,2.3751758105461684
694,2.612347768383435
695,2.712549860826328
696,2.5374304784668293
697,2.65431446329003
698,2.3774865665041442
699,2.7915710494095336
700,2.5135693706568847
701,2.73475338638649
702,2.5573356157103984
703,2.5526171183279276
704,2.570733292655307
705,2.5974285825278005
706,2.6219231684394377
707,2.3611518654991706
708,2.5628938170609454
709,2.5346858173126754
710,2.539596703295752
711,2.5309003313276253
712,2.6129723169289485
713,2.536886168055617
714,2.5163330061141465
715,2.755864003206342
716,2.6789104598756444
717,2.470473508441083
718,2.677616280986545
719,2.3751758105461684
720,2.612347768383435
721,2.712549860826328
722,2.5374304784668293
723,2.65431446329003
724,2.3774865665041442
725,2.7915710494095336
726,2.5135693706568847
727,2.73475338638649
728,2.5573356157103984
729,2.5526171183279276
730,2.570733292655307
731,2.5974285825278005
732,2.6219231684394377
733,2.3611518654991706
734,2.5628938170609454
735,2.5346858173126754
736,2.539596703295752
737,2.5309003313276253
738,2.6129723169289485
739,2.536886168055617
740,2.5163330061141465
741,2.755864003206342
742,2.6789104598756444
743,2.470473508441083
744,2.677616280986545
745,2.3751758105461684
746,2.612347768383435
747,2.712549860826328
748,2.5374304784668293
749,2.65431446329003
750,2.3774865665041442
751,2.7915710494095336
752,2.5135693706568847
753,2.73475338638649
754,2.5573356157103984
755,2.5526171183279276
756,2.570733292655307
757,2.5974285825278005
758,2.6219231684394377
759,2.3611518654991706
760,2.5628938170609454
761,2.5346858173126754
762,2.539596703295752
763,2.5309003313276253
764,2.6129723169289485
765,2.536886168055617
766,2.5163330061141465
767,2.755864003206342
768,2.6789104598756444
769,2.470473508441083
770,2.677616280986545
771,2.3751758105461684
772,2.612347768383435
773,2.712549860826328
774,2.5374304784668293
775,2.65431446329003
776,2.3774865665041442
777,2.7915710494095336
778,2.5135693706568847
779,2.73475338638649
780,2.5573356157103984
781,2.5526171183279276
782,2.570733292655307
783,2.5974285825278005
784,2.6219231684394377
785,2.3611518654991706
786,2.5628938170609454
787,2.5346858173126754
788,2.539596703295752
789,2.5309003313276253
790,2.6129723169289485
791,2.536886168055617
792,2.5163330061141465
793,2.755864003206342
794,2.6789104598756444
795,2.470473508441083
796,2.677616280986545
797,2.3751758105461684
798,2.612347768383435
799,2.712549860826328
800,2.5374304784668293
801,2.65431446329003
802,2.3774865665041442
803,2.7915710494095336
804,2.5135693706568847
805,2.73475338638649
806,2.5573356157103984
807,2.5526171183279276
808,2.570733292655307
809,2.5974285825278005
810,2.6219231684394377
811,2.3611518654991706
812,2.5628938170609454
813,2.5346858173126754
814,2.539596703295752
815,2.5309003313276253
816,2.6129723169289485
817,2.536886168055617
818,2.5163330061141465
819,2.755864003206342
820,2.6789104598756444
821,2.470473508441083
822,2.677616280986545
823,2.3751758105461684
824,2.612347768383435
825,2.712549860826328
826,2.5374304784668293
827,2.65431446329003
828,2.3774865665041442
829,2.7915710494095336
830,2.5135693706568847
831,2.73475338638649
832,2.5573356157103984
833,2.5526171183279276
834,2.570733292655307
835,2.5974285825278005
836,2.6219231684394377
837,2.3611518654991706
838,2.5628938170609454
839,2.5346858173126754
840,2.539596703295752
841,2.5309003313276253
842,2.6129723169289485
843,2.536886168055617
844,2.5163330061141465
845,2.755864003206342
846,2.6789104598756444
847,2.470473508441083
848,2.677616280986545
849,2.3751758105461684
850,2.612347768383435
851,2.712549860826328
852,2.5374304784668293
853,2.65431446329003
854,2.3774865665041442
855,2.7915710494095336
856,2.5135693706568847
857,2.73475338638649
858,2.5573356157103984
859,2.5526171183279276
860,2.570733292655307
861,2.5974285825278005
862,2.6219231684394377
863,2.3611518654991706
864,2.5628938170609454
865,2.5346858173126754
866,2.539596703295752
867,2.5309003313276253
868,2.6129723169289485
869,2.536886168055617
870,2.5163330061141465
871,2.755864003206342
872,2.6789104598756444
873,2.470473508441083
874,2.677616280986545
875,2.3751758105461684
876,2.612347768383435
877,2.712549860826328
878,2.5374304784668293
879,2.65431446329003
880,2.3774865665041442
881,2.7915710494095336
882,2.5135693706568847
883,2.73475338638649
884,2.5573356157103984
885,2.5526171183279276
886,2.570733292655307
887,2.5974285825278005
888,2.6219231684394377
889,2.3611518654991706
890,2.5628938170609454
891,2.5346858173126754
892,2.539596703295752
893,2.5309003313276253
894,2.6129723169289485
895,2.536886168055617
896,2.5163330061141465
897,2.755864003206342
898,2.6789104598756444
899,2.470473508441083
900,2.677616280986545
901,2.3751758105461684
902,2.612347768383435
903,2.712549860826328
904,2.5374304784668293
905,2.65431446329003
906,2.3774865665041442
907,2.7915710494095336
908,2.5135693706568847
909,2.73475338638649
910,3.005089705937251
911,2.8258847537607985
912,2.577961463404859
913,2.9749665886966876
914,2.7971207842315953
915,2.602868479295337
916,2.666827965916097
917,2.9086967449143053
918,2.8557848959394336
919,2.5845033516732836
920,2.8836349245345296
921,2.920531693052584
922,2.8994174704013935
923,2.556484584212645
924,2.7427175232131513
925,2.630471588573845
926,2.7105378873289214
927,2.818546127788154
928,2.851601168836635
929,2.8160217889635852
930,2.7072101965741386
931,2.77561194175096
932,2.7451069574226508
933,2.5554195487929126
934,2.7526631703775477
935,2.6312958104301756
936,2.1986830873141314
937,2.5029776088949665
938,2.3903671883320188
939,2.327576010963988
940,2.1181711855638725
941,2.116784610368809
942,2.144807648758567
943,2.1226267501573854
944,2.3123287892835083
945,2.2046086652247303
946,2.0834579246926195
947,2.378555182801135
948,2.422676806185963
949,2.109119981325749
950,2.4780399389850953
951,2.3362893489119636
952,2.3636483735066927
953,2.111676108773472
954,2.395638895245434
955,2.429670061082198
956,2.180694550068581
957,2.2942528892376797
958,2.2415620480754055
959,2.2944695807280104
960,2.2311737607413504
961,2.4455523430365926
962,2.1986830873141314
963,2.5029776088949665
964,2.3903671883320188
965,2.327576010963988
966,2.1181711855638725
967,2.116784610368809
968,2.144807648758567
969,2.1226267501573854
970,2.3123287892835083
971,2.2046086652247303
972,2.0834579246926195
973,2.378555182801135
974,2.422676806185963
975,2.109119981325749
976,2.4780399389850953
977,2.3362893489119636
978,2.3636483735066927
979,2.111676108773472
980,2.395638895245434
981,2.429670061082198
982,2.180694550068581
983,2.2942528892376797
984,2.2415620480754055
985,2.2944695807280104
986,2.2311737607413504
987,2.4455523430365926
988,2.1986830873141314
989,2.5029776088949665
990,2.3903671883320188
991,2.327576010963988
992,2.1181711855638725
993,2.116784610368809
994,2.144807648758567
995,2.1226267501573854
996,2.3123287892835083
997,2.2046086652247303
998,2.0834579246926195
999,2.378555182801135
1000,2.422676806185963
1001,2.109119981325749
1002,2.4780399389850953
1003,2.3362893489119636
1004,2.3636483735066927
1005,2.111676108773472
1006,2.395638895245434
1007,2.429670061082198
1008,2.180694550068581
1009,2.2942528892376797
1010,2.2415620480754055
1011,2.2944695807280104
1012,2.2311737607413504
1013,2.4455523430365926
1014,2.1986830873141314
1015,2.5029776088949665
1016,2.3903671883320188
1017,2.327576010963988
1018,2.1181711855638725
1019,2.116784610368809
1020,2.144807648758567
1021,2.1226267501573854
1022,2.3123287892835083
1023,2.2046086652247303
1024,2.0834579246926195
1025,2.378555182801135
1026,2.422676806185963
1027,2.109119981325749
1028,2.4780399389850953
1029,2.3362893489119636
1030,2.3636483735066927
1031,2.111676108773472
1032,2.395638895245434
1033,2.429670061082198
1034,2.180694550068581
1035,2.2942528892376797
1036,2.2415620480754055
1037,2.2944695807280104
1038,2.2311737607413504
1039,2.4455523430365926
1040,2.1986830873141314
1041,2.5029776088949665
1042,2.3903671883320188
1043,2.327576010963988
1044,2.1181711855638725
1045,2.116784610368809
1046,2.144807648758567
1047,2.1226267501573854
1048,2.3123287892835083
1049,2.2046086652247303
1050,2.0834579246926195
1051,2.378555182801135
1052,2.422676806185963
1053,2.109119981325749
1054,2.4780399389850953
1055,2.3362893489119636
1056,2.3636483735066927
1057,2.111676108773472
1058,2.395638895245434
1059,2.429670061082198
1060,2.180694550068581
1061,2.2942528892376797
1062,2.2415620480754055
1063,2.2944695807280104
1064,2.2311737607413504
1065,2.4455523430365926
1066,2.1986830873141314
1067,2.5029776088949665
1068,2.3903671883320188
1069,2.327576010963988
1070,2.1181711855638725
1071,2.116784610368809
1072,2.144807648758567
1073,2.1226267501573854
1074,2.3123287892835083
1075,2.2046086652247303
1076,2.0834579246926195
1077,2.378555182801135
1078,2.422676806185963
1079,2.109119981325749
1080,2.4780399389850953
1081,2.3362893489119636
1082,2.3636483735066927
1083,2.111676108773472
1084,2.395638895245434
1085,2.429670061082198
1086,2.180694550068581
1087,2.2942528892376797
1088,2.2415620480754055
1089,2.2944695807280104
1090,2.2311737607413504
1091,2.4455523430365926
1092,2.1986830873141314
1093,2.5029776088949665
1094,2.3903671883320188
1095,2.327576010963988
1096,2.1181711855638725
1097,2.116784610368809
1098,2.144807648758567
1099,2.1226267501573854
1100,2.3123287892835083
1101,2.2046086652247303
1102,2.0834579246926195
1103,2.378555182801135
1104,2.422676806185963
1105,2.109119981325749
1106,2.4780399389850953
1107,2.3362893489119636
1108,2.3636483735066927
1109,2.111676108773472
1110,2.395638895245434
1111,2.429670061082198
1112,2.180694550068581
1113,2.2942528892376797
1114,2.2415620480754055
1115,2.2944695807280104
1116,2.2311737607413504
1117,2.4455523430365926
1118,2.1986830873141314
1119,2.5029776088949665
1120,2.3903671883320188
1121,2.327576010963988
1122,2.1181711855638725
1123,2.116784610368809
1124,2.144807648758567
1125,2.1226267501573854
1126,2.3123287892835083
1127,2.2046086652247303
1128,2.0834579246926195
1129,2.378555182801135
1130,2.422676806185963
1131,2.109119981325749
1132,2.4780399389850953
1133,2.3362893489119636
1134,2.3636483735066927
1135,2.111676108773472
1136,2.395638895245434
1137,2.429670061082198
1138,2.180694550068581
1139,2.2942528892376797
1140,2.2415620480754055
1141,2.2944695807280104
1142,2.2311737607413504
1143,2.4455523430365926
1144,2.1986830873141314
1145,2.5029776088949665
1146,2.3903671883320188
1147,2.327576010963988
1148,2.1181711855638725
1149,2.116784610368809
1150,2.144807648758567
1151,2.1226267501573854
1152,2.3123287892835083
1153,2.2046086652247303
1154,2.0834579246926195
1155,2.378555182801135
1156,2.422676806185963
1157,2.109119981325749
1158,2.4780399389850953
1159,2.3362893489119636
1160,2.3636483735066927
1161,2.111676108773472
1162,2.395638895245434
1163,2.429670061082198
1164,2.180694550068581
1165,2.2942528892376797
1166,2.2415620480754055
1167,2.2944695807280104
1168,2.2311737607413504
1169,2.4455523430365926
1170,2.1986830873141314
1171,2.5029776088949665
1172,2.3903671883320188
1173,2.327576010963988
1174,2.1181711855638725
1175,2.116784610368809
1176,2.144807648758567
1177,2.1226267501573854
1178,2.3123287892835083
1179,2.2046086652247303
1180,2.0834579246926195
1181,2.378555182801135
1182,2.422676806185963
1183,2.109119981325749
1184,2.4780399389850953
1185,2.3362893489119636
1186,2.3636483735066927
1187,2.111676108773472
1188,2.395638895245434
1189,2.429670061082198
1190,2.180694550068581
1191,2.2942528892376797
1192,2.2415620480754055
1193,2.2944695807280104
1194,2.2311737607413504
1195,2.4455523430365926
1196,2.1986830873141314
1197,2.5029776088949665
1198,2.3903671883320188
1199,2.327576010963988
1200,2.1181711855638725
1201,2.116784610368809
1202,2.144807648758567
1203,2.1226267501573854
1204,2.3123287892835083
1205,2.2046086652247303
1206,2.0834579246926195
1207,2.378555182801135
1208,2.422676806185963
1209,2.109119981325749
1210,2.4780399389850953
1211,2.3362893489119636
1212,2.3636483735066927
1213,2.111676108773472
1214,2.395638895245434
1215,2.429670061082198
1216,2.180694550068581
1217,2.2942528892376797
1218,2.2415620480754055
1219,2.2944695807280104
1220,2.2311737607413504
1221,2.4455523430365926
1222,2.5573356157103984
1223,2.5526171183279276
1224,2.570733292655307
1225,2.5974285825278005
1226,2.6219231684394377
1227,2.3611518654991706
1228,2.5628938170609454
1229,2.5346858173126754
1230,2.539596703295752
1231,2.5309003313276253
1232,2.6129723169289485
1233,2.536886168055617
1234,2.5163330061141465
1235,2.755864003206342
1236,2.6789104598756444
1237,2.470473508441083
1238,2.677616280986545
1239,2.3751758105461684
1240,2.612347768383435
1241,2.712549860826328
1242,2.5374304784668293
1243,2.65431446329003
1244,2.3774865665041442
1245,2.7915710494095336
1246,2.5135693706568847
1247,2.73475338638649
1248,3.9478039765753756
1249,4.019336017525101
1250,3.65886597331459
1251,3.955930961824145
1252,3.877706835257624
1253,3.376732169739715
1254,4.018567965018426
1255,4.004511556192181
1256,3.8928175901587423
1257,3.6611166347555875
1258,3.930890528182566
1259,3.50884766658812
1260,3.3767738998161296
1261,3.9571926133521953
1262,4.050073768742242
1263,3.651031925608322
1264,3.4393945809899615
1265,3.904811226457684
1266,3.723779862703907
1267,3.3658846874143795
1268,3.7110817601183927
1269,3.3904254664545497
1270,3.6171851956772665
1271,3.898334811098109
1272,3.9185614625084115
1273,4.026604330207204
1274,3.9478039765753756
1275,4.019336017525101
1276,3.65886597331459
1277,3.955930961824145
1278,3.877706835257624
1279,3.376732169739715
1280,4.018567965018426
1281,4.004511556192181
1282,3.8928175901587423
1283,3.6611166347555875
1284,3.930890528182566
1285,3.50884766658812
